customer_id,customer_name,email,alternate_phone,phone_number,address,city,state,zip_code,postal_code,registration_date,status,total_orders,total_spent,loyalty_points,preferred_payment,age,birth_date,gender,segment
64,Grace Lee,customer64@example.com,,(555) 672-9036,4925 Main St,new_york,IL,,,2023-01-12,suspended,45,1029.92,899,paypal,33.0,,,regular
65,Grace Lee,customer65@example.com,,,1900 Second Ave,Houston,AZ,,,2023-09-28,,11,1488.04,394,paypal,58.0,,M,
66,Charlie Brown,customer66@example.com,555-1392,,7411 First St,chicago,TX,17035.0,60660-6959,2020-07-15,inactive,5,4688.43,925,debit_card,,,,
67,Bob Wilson,customer67@example.com,,,1183 Pine Rd,chicago,IL,,35281-8500,,inactive,12,240.87,606,debit_card,52.0,,O,vip
68,jane_doe,customer68@example.com,555-9932,,4476 Pine Rd,Chicago,New York,58416.0,,,pending,15,3175.64,567,paypal,22.0,1967-04-10,F,premium
69,John Smith,user69@domain.com,555-9240,(555) 961-8766,7657 Pine Rd,Houston,PA,62446.0,83233-5722,,active,33,2399.25,161,,35.0,,,vip
70,EVE WHITE,customer70@example.com,555-9210,(555) 439-9217,1687 Pine Rd,NYC,PA,38367.0,,,inactive,10,3717.15,605,credit_card,,,,regular
71,John Smith,user71@domain.com,,(555) 680-6580,924 Main St,Chicago,IL,93742.0,,2022-12-12,,38,2800.02,702,debit_card,,,M,regular
72,Charlie Brown,customer72@example.com,555-9601,,5222 First St,Los Angeles,NY,39810.0,,,active,6,949.62,984,credit_card,,,M,
73,John Smith,customer73@example.com,,(555) 423-9782,1983 Second Ave,philadelphia,IL,32134.0,10406-5681,2023-12-21,active,19,2792.38,127,paypal,39.0,1974-06-20,F,regular
74,henry.davis123,customer74@example.com,,(555) 641-6882,3380 Pine Rd,NYC,AZ,82875.0,33909-5534,2022-11-26,active,7,3656.46,276,,48.0,,F,premium
75,,customer75@example.com,,,5850 Second Ave,la,NY,22310.0,,2020-10-27,active,43,2151.75,572,credit_card,30.0,,O,vip
76,Grace Lee,customer76@example.com,555-9462,(555) 120-6676,325 Main St,Los Angeles,PA,,,,,15,3968.73,725,credit_card,42.0,1960-09-20,O,premium
77,Charlie Brown,customer77@example.com,,(555) 296-1916,1686 Oak Ave,new_york,NY,,13986-7818,2022-11-03,active,6,1384.99,271,cash,25.0,,F,regular
78,jane_doe,,,(555) 180-5650,8994 Oak Ave,la,California,70190.0,,2022-12-07,inactive,14,4080.97,385,paypal,20.0,,O,regular
79,EVE WHITE,customer79@example.com,,(555) 810-5781,5053 Pine Rd,Phoenix,CA,86641.0,,2023-11-23,inactive,47,3294.0,504,debit_card,51.0,1970-11-02,F,vip
80,,customer80@example.com,,(555) 954-9148,3655 First St,Phoenix,TX,,63610-7742,,active,38,3035.67,211,debit_card,43.0,,O,vip
81,EVE WHITE,user81@domain.com,555-4112,(555) 968-7871,9363 Pine Rd,Chicago,CA,71338.0,68874-3456,2023-04-08,inactive,19,4494.41,223,,51.0,,,regular
82,EVE WHITE,customer82@example.com,555-9802,(555) 166-1364,9149 First St,NYC,CA,70355.0,,2022-06-14,pending,9,92.07,72,debit_card,37.0,1969-09-04,F,regular
83,Bob Wilson,customer83@example.com,,,9814 Second Ave,Los Angeles,New York,,23757-3109,2020-10-17,,4,220.21,356,,42.0,,M,
84,,customer84@example.com,555-5635,,7908 Pine Rd,Los Angeles,AZ,35020.0,,2020-10-01,inactive,41,277.74,640,,55.0,,F,premium
85,Bob Wilson,customer85@example.com,,(555) 485-3191,2716 Main St,la,NY,,,2023-05-12,suspended,19,1085.06,866,,49.0,1964-07-04,M,
86,John Smith,customer86@example.com,555-5054,,1479 Pine Rd,new_york,PA,92611.0,,2022-03-12,active,31,3327.38,598,credit_card,73.0,,M,new
87,Grace Lee,customer87@example.com,555-1331,,6281 First St,NYC,CA,,59633-4430,2020-09-06,active,15,3518.09,814,credit_card,,1975-06-23,O,new
88,Charlie Brown,customer88@example.com,,,3100 Main St,new_york,New York,81908.0,,2020-03-01,active,41,4467.84,711,debit_card,53.0,1983-11-22,,vip
89,frank-miller,customer89@example.com,555-5975,(555) 190-6145,3352 Oak Ave,Los Angeles,NY,,,2021-01-24,active,17,4000.98,86,paypal,,,,regular
90,diana.prince,customer90@example.com,,,4629 Oak Ave,new_york,California,13772.0,,2023-06-10,pending,14,1859.53,53,,29.0,,F,vip
91,EVE WHITE,customer91@example.com,,(555) 639-5928,2854 Main St,Los Angeles,New York,64535.0,11749-2946,2022-09-24,pending,48,3368.27,93,credit_card,47.0,,,
92,Bob Wilson,customer92@example.com,,(555) 538-3561,3064 Pine Rd,NYC,California,,72949-1894,,inactive,14,299.91,815,cash,22.0,1983-08-13,,premium
93,,user93@domain.com,555-7871,,3219 Main St,Houston,TX,15142.0,42454-8740,,suspended,20,4321.04,742,debit_card,23.0,,,new
94,EVE WHITE,customer94@example.com,,(555) 350-8597,9376 Second Ave,Phoenix,IL,,,2020-02-16,,0,1795.24,994,debit_card,52.0,1985-11-25,M,regular
95,jane_doe,customer95@example.com,555-4867,(555) 880-6037,6347 Oak Ave,la,CA,,,,inactive,24,1680.86,761,cash,61.0,,O,regular
96,EVE WHITE,customer96@example.com,555-7017,(555) 521-4726,460 Pine Rd,Phoenix,California,,,,inactive,36,2548.3,298,credit_card,,1970-07-28,M,vip
97,John Smith,customer97@example.com,555-1313,,1971 Second Ave,New York,New York,99745.0,86995-9612,2022-06-07,pending,1,3737.19,829,cash,60.0,,O,new
98,John Smith,customer98@example.com,555-4310,(555) 855-6422,965 Pine Rd,Los Angeles,New York,52093.0,28756-3857,2021-10-03,,36,4204.19,317,cash,,,F,
99,Bob Wilson,customer99@example.com,555-7522,(555) 131-7819,9485 Main St,NYC,CA,61194.0,64094-9302,,active,30,86.35,179,credit_card,,1999-03-10,F,vip
100,,customer100@example.com,555-5645,,1881 Second Ave,chicago,AZ,39884.0,14448-1952,2020-03-14,inactive,26,184.68,773,debit_card,27.0,,M,regular
101,Charlie Brown,customer101@example.com,555-1121,,8160 Oak Ave,NYC,New York,85950.0,78731-1211,2022-05-09,inactive,46,3326.76,671,credit_card,,,,new
102,EVE WHITE,customer102@example.com,555-4222,,4008 First St,philadelphia,IL,32394.0,,2020-04-19,active,49,1918.37,774,credit_card,62.0,,,vip
103,jane_doe,user103@domain.com,555-3282,,1711 Oak Ave,Houston,New York,90179.0,49857-4849,2020-06-12,inactive,31,3654.97,45,cash,75.0,1975-05-28,O,new
104,,customer104@example.com,555-3123,,5853 Pine Rd,NYC,California,44775.0,84148-1568,2021-01-25,active,24,2575.46,784,credit_card,,,,regular
105,Charlie Brown,user105@domain.com,,,7740 Pine Rd,la,California,69148.0,,,active,31,2483.84,180,debit_card,60.0,,M,new
106,henry.davis123,customer106@example.com,555-4094,(555) 410-5818,6745 Second Ave,chicago,IL,35731.0,30786-7841,,inactive,3,3223.0,61,,,1993-10-22,F,new
107,diana.prince,customer107@example.com,555-8365,,8141 Oak Ave,new_york,NY,47030.0,,2020-02-17,inactive,7,4334.37,586,paypal,75.0,1960-03-07,,regular
108,jane_doe,customer108@example.com,555-6236,,2651 Oak Ave,NYC,PA,11262.0,58160-6270,2021-11-26,pending,19,4287.67,739,cash,39.0,,,
109,EVE WHITE,customer109@example.com,555-1932,(555) 185-3696,4641 Main St,Chicago,NY,80593.0,60306-5513,2022-07-17,inactive,28,4522.72,926,cash,,,M,
110,EVE WHITE,customer110@example.com,,(555) 656-2925,9298 Oak Ave,Chicago,New York,34674.0,,2021-10-02,active,47,4269.85,21,,,1975-08-28,M,new
111,diana.prince,customer111@example.com,555-5858,(555) 668-4324,6251 Oak Ave,Phoenix,IL,,60406-1219,2023-12-25,,27,3537.4,878,,51.0,,F,regular
112,,customer112@example.com,555-3934,,2226 Oak Ave,Los Angeles,TX,66298.0,76314-8951,2023-03-08,active,35,1821.97,578,debit_card,27.0,,M,premium
113,John Smith,customer113@example.com,,(555) 402-6275,3676 Second Ave,NYC,CA,,33194-5934,2020-04-28,inactive,3,542.82,359,debit_card,,,F,premium
114,henry.davis123,customer114@example.com,555-8353,(555) 743-7710,8950 Main St,New York,TX,30215.0,47813-6758,2022-10-09,active,8,1213.47,457,paypal,20.0,,M,regular
115,Charlie Brown,customer115@example.com,,,209 Oak Ave,new_york,AZ,,83239-9527,2023-01-04,,3,4421.82,156,cash,37.0,,M,
116,Bob Wilson,user116@domain.com,,,5924 First St,Phoenix,AZ,,,2020-04-27,suspended,43,3370.27,963,debit_card,,1966-03-09,O,regular
117,John Smith,customer117@example.com,,(555) 171-9558,1672 Main St,philadelphia,New York,,,2022-12-01,,39,2428.55,147,paypal,22.0,,F,premium
118,Charlie Brown,customer118@example.com,,(555) 222-5133,5826 First St,NYC,PA,15269.0,,2022-07-27,active,4,3010.77,510,,66.0,1974-02-25,M,regular
119,frank-miller,customer119@example.com,,(555) 502-3658,8316 Pine Rd,Phoenix,California,,76256-9623,2022-07-01,inactive,48,2304.94,323,credit_card,,,,regular
120,Charlie Brown,customer120@example.com,,,9934 Pine Rd,Los Angeles,TX,68438.0,,2021-07-05,inactive,17,327.24,647,credit_card,,1977-10-10,,new
121,henry.davis123,user121@domain.com,555-3490,,9191 First St,new_york,AZ,70957.0,77439-6621,2022-04-26,active,11,4945.08,914,,,,,new
122,Charlie Brown,customer122@example.com,,(555) 452-7853,1971 Main St,Chicago,California,69476.0,,2020-10-28,active,31,2260.96,925,paypal,,,M,vip
123,EVE WHITE,customer123@example.com,,,6340 First St,NYC,PA,,41283-9813,2023-04-17,inactive,38,3161.58,779,credit_card,,,,premium
124,jane_doe,user124@domain.com,555-9117,(555) 781-7969,745 Second Ave,Phoenix,PA,45014.0,76991-2145,2023-06-25,suspended,39,4767.23,43,,66.0,,F,new
125,henry.davis123,customer125@example.com,555-9614,,3724 First St,philadelphia,AZ,99055.0,39217-3598,2022-02-13,inactive,25,423.92,377,credit_card,61.0,1982-05-25,F,regular
126,EVE WHITE,customer126@example.com,,,3028 First St,NYC,AZ,13198.0,22946-2801,,,22,2859.12,844,cash,51.0,1985-06-15,O,regular
127,Grace Lee,user127@domain.com,,,9442 First St,Chicago,New York,71224.0,,,suspended,4,3539.6,242,cash,76.0,,O,premium
128,EVE WHITE,customer128@example.com,,,1346 Oak Ave,Houston,New York,,11387-1990,,inactive,0,3031.55,963,,71.0,,,new
129,EVE WHITE,customer129@example.com,,,2326 Main St,Phoenix,California,64659.0,60264-6799,2023-06-11,active,15,2476.45,27,cash,31.0,,M,vip
130,jane_doe,user130@domain.com,,,4109 Main St,chicago,PA,49297.0,,2023-02-13,,30,2767.02,122,,76.0,,,
131,John Smith,customer131@example.com,555-9589,,6880 Second Ave,la,CA,13939.0,16498-8436,2022-01-22,active,13,2962.33,113,credit_card,45.0,1994-05-17,,new
132,diana.prince,customer132@example.com,555-5148,,7903 Second Ave,philadelphia,AZ,38604.0,58494-5218,2020-12-14,active,15,510.1,46,paypal,62.0,1969-12-24,O,vip
133,jane_doe,customer133@example.com,555-1224,(555) 103-7970,5864 Second Ave,Los Angeles,AZ,65214.0,,2021-12-10,active,23,931.34,601,paypal,,1970-08-22,M,premium
134,EVE WHITE,user134@domain.com,,,957 Main St,Los Angeles,New York,,,2020-07-06,active,2,2843.27,308,,,,F,
135,Bob Wilson,customer135@example.com,555-3867,(555) 435-2830,8013 Pine Rd,Houston,New York,80854.0,,,,16,2312.27,712,paypal,46.0,,F,vip
136,,customer136@example.com,,(555) 450-5788,1740 Second Ave,Houston,PA,,,,inactive,7,949.13,87,,,1997-02-19,M,
137,,customer137@example.com,,,9011 Pine Rd,Phoenix,IL,,,2023-11-05,suspended,43,4260.35,924,debit_card,58.0,,,regular
138,John Smith,customer138@example.com,,(555) 111-2016,1961 Pine Rd,chicago,TX,,44444-5624,,active,6,3188.69,353,debit_card,,1980-01-21,O,
139,Charlie Brown,customer139@example.com,555-5289,,4101 Second Ave,new_york,PA,83455.0,,2023-03-08,inactive,40,4623.27,157,debit_card,74.0,,O,premium
140,Bob Wilson,customer140@example.com,,,9641 Second Ave,New York,California,26778.0,,2023-06-21,active,19,4961.16,573,paypal,19.0,,F,premium
141,diana.prince,,555-2359,(555) 139-3326,4693 Second Ave,new_york,IL,66779.0,26116-8113,2022-09-23,inactive,13,4770.12,288,credit_card,28.0,,,vip
142,,customer142@example.com,,(555) 180-2577,4281 Second Ave,la,PA,57379.0,,,inactive,5,2894.94,726,cash,,1989-06-15,O,new
143,John Smith,,,(555) 293-4683,233 Pine Rd,la,AZ,,,2022-09-16,active,24,2127.15,10,paypal,37.0,1976-06-24,,vip
144,John Smith,customer144@example.com,,,9494 Pine Rd,Chicago,PA,70378.0,93223-2607,2022-02-28,inactive,46,3060.48,527,credit_card,26.0,1969-01-09,F,
145,frank-miller,user145@domain.com,555-7365,,932 Second Ave,philadelphia,IL,,,2021-01-01,active,38,1250.97,284,,36.0,1976-04-18,F,vip
146,,customer146@example.com,,(555) 458-5597,8888 First St,la,CA,98488.0,72457-9392,2021-03-02,inactive,11,3510.13,205,,,1969-08-04,O,vip
147,diana.prince,user147@domain.com,555-6451,,5049 First St,Houston,CA,,76348-6885,2021-10-27,pending,18,4713.4,104,cash,35.0,,F,new
148,frank-miller,customer148@example.com,,(555) 915-2019,9832 Pine Rd,chicago,AZ,,,2021-11-15,inactive,17,4053.0,414,cash,23.0,1991-07-08,O,vip
149,henry.davis123,user149@domain.com,,,6300 Pine Rd,la,CA,,,,,12,2754.69,167,debit_card,32.0,,F,vip
150,EVE WHITE,customer150@example.com,,,4650 Pine Rd,Houston,TX,21719.0,78272-3340,,active,11,2162.26,548,paypal,,,,new
151,henry.davis123,customer151@example.com,,,8578 Second Ave,new_york,New York,,,2023-09-22,active,27,3925.73,675,,,,,regular
152,EVE WHITE,,,(555) 581-4506,9111 First St,la,PA,87472.0,61150-7054,2023-07-18,,34,1338.04,487,paypal,45.0,,,
153,Grace Lee,user153@domain.com,555-1513,,6166 Oak Ave,NYC,IL,45157.0,88132-8155,2023-06-09,,8,1255.35,353,,68.0,1985-06-10,,vip
154,Charlie Brown,customer154@example.com,,(555) 883-3991,8285 Second Ave,Los Angeles,California,94963.0,,2023-12-21,pending,26,268.54,771,,18.0,,M,vip
155,Charlie Brown,customer155@example.com,555-2948,(555) 787-8962,575 Second Ave,Phoenix,CA,19696.0,,2021-06-14,active,44,781.88,85,,44.0,,F,vip
156,Grace Lee,customer156@example.com,555-1200,(555) 374-7853,9260 First St,Chicago,CA,,56319-5552,,inactive,25,3799.66,123,debit_card,77.0,,F,regular
157,Grace Lee,user157@domain.com,,(555) 531-8138,5272 Main St,Chicago,NY,,83301-4130,,active,39,1686.27,943,credit_card,34.0,,M,premium
158,frank-miller,customer158@example.com,,,2672 Main St,new_york,IL,,92436-3710,2022-11-06,pending,20,4998.66,263,cash,,,,regular
159,EVE WHITE,customer159@example.com,,,9099 Pine Rd,New York,PA,94445.0,64449-7067,,,29,423.23,922,,51.0,,O,
160,John Smith,customer160@example.com,,(555) 742-9825,799 Oak Ave,Chicago,NY,90655.0,31457-7141,2023-05-26,suspended,36,1703.37,722,debit_card,,1974-02-04,F,vip
161,frank-miller,customer161@example.com,,(555) 787-9317,4794 Main St,Houston,CA,35120.0,63786-6839,2020-09-16,,24,4024.87,321,cash,39.0,1987-10-03,,new
162,Grace Lee,customer162@example.com,555-5509,(555) 402-7019,9387 Second Ave,New York,AZ,75450.0,,,,25,3890.7,293,credit_card,23.0,,F,
163,EVE WHITE,customer163@example.com,,,230 Second Ave,Phoenix,TX,,73806-7364,2020-10-08,active,3,1852.07,886,cash,,1976-12-22,M,premium
164,Bob Wilson,,,(555) 421-6523,4457 Oak Ave,NYC,IL,,90080-8599,,inactive,8,1954.35,593,cash,32.0,,,premium
165,Charlie Brown,customer165@example.com,,,8161 Main St,Houston,AZ,66317.0,40435-3370,,active,46,184.48,296,debit_card,55.0,,M,new
166,jane_doe,customer166@example.com,555-4871,(555) 102-2914,3033 First St,chicago,New York,,25422-9986,,suspended,40,3112.13,915,credit_card,,,,premium
167,Grace Lee,customer167@example.com,555-6642,,9731 Main St,Houston,CA,40871.0,85998-3564,,inactive,33,4658.38,43,credit_card,22.0,,F,regular
168,Grace Lee,customer168@example.com,,,8442 Second Ave,new_york,California,57517.0,77643-4936,,suspended,29,1640.72,956,,,1981-04-07,O,vip
169,John Smith,customer169@example.com,,(555) 753-6156,9804 Main St,NYC,CA,42446.0,,2021-04-13,pending,39,500.98,421,cash,29.0,,M,new
170,henry.davis123,customer170@example.com,,,981 First St,new_york,AZ,10378.0,88891-8414,,pending,25,4506.22,217,credit_card,31.0,1967-08-13,F,premium
171,Grace Lee,customer171@example.com,,,4314 Pine Rd,philadelphia,California,83582.0,,,active,2,1444.9,664,credit_card,,,F,new
172,EVE WHITE,customer172@example.com,,,583 Oak Ave,chicago,CA,,46939-5061,2020-07-17,active,38,3785.86,905,credit_card,45.0,1961-08-08,M,
173,diana.prince,customer173@example.com,,,8049 First St,new_york,CA,,47430-9253,2023-03-05,inactive,41,3772.53,718,debit_card,,,,new
174,jane_doe,customer174@example.com,555-1123,(555) 639-9496,7001 Oak Ave,New York,PA,82934.0,,2022-05-03,inactive,31,2056.88,175,cash,69.0,,M,vip
175,jane_doe,customer175@example.com,,,2506 Pine Rd,NYC,PA,20431.0,,2022-02-28,pending,44,4281.09,303,,,,,premium
176,,customer176@example.com,555-5751,,1950 Main St,NYC,IL,67958.0,,2021-06-22,pending,22,3010.67,704,,60.0,,,regular
177,jane_doe,customer177@example.com,,,9984 Main St,Houston,New York,20702.0,,2022-04-23,pending,42,1966.09,177,credit_card,45.0,,F,regular
178,,customer178@example.com,555-2322,(555) 940-1303,8070 Oak Ave,chicago,AZ,,,2022-11-01,inactive,6,205.34,915,debit_card,,1967-12-03,M,vip
179,frank-miller,customer179@example.com,,(555) 605-2972,9962 Main St,la,PA,,54397-3481,2023-07-17,inactive,18,3197.15,386,paypal,74.0,1999-02-05,,vip
