order_id,cust_id,order_date,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,payment_method,shipping_address,notes,tracking_number
ORD_00046,CUST_0370,25-09-2023,PROD_127,147,5,1,57.09,303.56,217.01,118.37,14.71,21.47,0.0,pending,paypal,4641 Pine Rd,,TRK562081
ORD_00047,CUST_0014,17-05-2023,PROD_018,39,2,1,283.33,386.27,307.03,199.87,9.47,21.27,19.18,pending,bank_transfer,6947 Main St,,TRK280613
ORD_00048,CUST_0375,04-07-2023,PROD_083,45,2,4,58.58,248.27,448.14,443.93,0.0,5.05,28.09,returned,bank_transfer,384 Oak Ave,,TRK161641
ORD_00049,CUST_0020,26-05-2023,PROD_094,99,4,2,472.76,18.68,513.51,457.49,10.66,17.54,37.64,pending,paypal,4530 Oak Ave,,TRK812783
ORD_00050,CUST_0362,11-08-2023,PROD_137,77,3,1,94.38,251.5,705.85,225.49,5.89,6.87,0.0,processing,credit_card,1083 Pine Rd,Special delivery instructions,TRK629290
ORD_00051,CUST_0048,14-09-2023,PROD_129,178,8,4,492.49,266.68,732.29,160.08,10.61,9.75,0.0,pending,debit_card,4811 Oak Ave,Special delivery instructions,
ORD_00052,CUST_0222,02-06-2023,PROD_104,73,8,5,322.76,88.56,664.55,489.95,23.51,15.44,31.21,shipped,cash,8100 Oak Ave,,TRK469956
ORD_00053,CUST_0428,21-06-2023,PROD_054,41,2,2,40.99,279.41,923.54,389.2,13.35,29.94,0.0,cancelled,cash,188 Oak Ave,,TRK967148
ORD_00054,CUST_0069,10-08-2023,PROD_181,137,9,3,305.05,366.75,242.96,562.77,6.53,40.27,0.0,shipped,bank_transfer,7889 Pine Rd,,TRK841642
ORD_00055,CUST_0281,12-10-2023,PROD_024,174,4,1,490.38,402.15,450.16,465.29,15.87,11.05,9.85,pending,paypal,6866 Pine Rd,,TRK400971
ORD_00056,CUST_0240,07-10-2023,PROD_126,69,8,5,286.9,310.23,1029.33,171.4,23.03,4.62,23.0,pending,credit_card,9457 Pine Rd,,
ORD_00057,CUST_0317,06-06-2023,PROD_031,130,1,2,42.25,167.94,279.84,795.68,15.79,35.79,0.0,cancelled,bank_transfer,5478 Pine Rd,,
ORD_00058,CUST_0375,12-07-2023,PROD_193,40,1,2,406.25,386.34,117.05,597.29,0.0,37.21,0.0,pending,cash,1846 Oak Ave,,TRK164465
ORD_00059,CUST_0238,12-01-2023,PROD_124,34,5,2,143.35,85.31,120.19,328.45,19.47,30.02,0.0,cancelled,paypal,3731 Oak Ave,,TRK265953
ORD_00060,CUST_0210,08-06-2023,PROD_036,171,7,4,31.71,102.39,262.5,491.24,24.43,7.17,0.0,delivered,debit_card,7445 Oak Ave,,
ORD_00061,CUST_0417,07-03-2023,PROD_034,198,10,5,215.22,288.45,814.63,61.32,6.69,32.12,0.0,delivered,paypal,5879 Oak Ave,,
ORD_00062,CUST_0232,01-04-2023,PROD_114,146,5,2,52.48,178.8,307.42,752.09,14.59,13.02,29.37,delivered,debit_card,8386 Oak Ave,,
ORD_00063,CUST_0135,03-09-2023,PROD_183,52,2,5,338.9,38.39,800.27,288.66,24.27,11.09,0.0,returned,debit_card,3688 Oak Ave,,
ORD_00064,CUST_0089,05-03-2023,PROD_120,27,9,4,296.33,321.47,643.32,248.44,0.0,10.85,0.0,returned,debit_card,3457 Main St,,TRK664814
ORD_00065,CUST_0475,12-01-2023,PROD_010,86,8,5,144.28,247.07,224.9,692.47,0.0,19.23,0.0,processing,debit_card,2780 Oak Ave,,TRK705181
ORD_00066,CUST_0424,01-02-2023,PROD_099,121,5,5,336.34,352.64,196.8,763.37,12.54,24.02,0.0,returned,cash,3306 Pine Rd,,TRK306960
ORD_00067,CUST_0304,19-01-2023,PROD_050,126,2,5,168.34,136.02,991.97,145.47,11.84,34.66,0.0,processing,paypal,5453 Oak Ave,,
ORD_00068,CUST_0116,07-03-2023,PROD_143,18,7,5,105.33,106.91,344.34,339.57,23.26,26.58,0.0,processing,credit_card,818 Oak Ave,,TRK244890
ORD_00069,CUST_0397,15-01-2023,PROD_171,58,2,5,229.14,186.75,116.49,290.38,0.0,22.7,0.0,pending,paypal,4145 Main St,,TRK241280
ORD_00070,CUST_0493,17-08-2023,PROD_083,105,5,1,293.19,312.2,633.43,364.09,10.09,46.35,0.0,processing,debit_card,1060 Main St,,
ORD_00071,CUST_0098,10-08-2023,PROD_080,41,1,2,377.53,59.19,1027.43,204.63,15.87,23.5,29.79,processing,cash,4590 Oak Ave,,
ORD_00072,CUST_0086,21-06-2023,PROD_032,137,8,5,82.01,321.21,536.33,830.77,0.0,47.19,3.5,cancelled,cash,4605 Pine Rd,,TRK306229
ORD_00073,CUST_0481,10-09-2023,PROD_112,198,2,1,208.0,384.17,880.24,91.97,16.21,6.16,0.0,returned,credit_card,4667 Oak Ave,,TRK920530
ORD_00074,CUST_0328,,PROD_134,102,6,5,242.77,333.29,87.42,119.4,0.0,38.32,22.56,returned,bank_transfer,7628 Main St,,
ORD_00075,CUST_0096,06-09-2023,PROD_103,193,4,3,431.44,362.21,350.33,557.39,0.0,29.36,45.05,returned,cash,6430 Main St,,TRK416816
ORD_00076,CUST_0062,20-07-2023,PROD_116,37,3,5,128.72,168.55,249.14,117.39,7.76,8.89,11.28,processing,paypal,5507 Pine Rd,,TRK506068
ORD_00077,CUST_0365,,PROD_050,162,6,4,326.3,262.72,698.41,147.9,9.94,43.74,0.0,returned,credit_card,2343 Main St,Special delivery instructions,TRK221883
ORD_00078,CUST_0392,15-08-2023,PROD_188,96,7,1,144.64,287.71,701.26,827.31,21.82,19.05,0.0,pending,paypal,4701 Pine Rd,,TRK984470
ORD_00079,CUST_0301,11-12-2023,PROD_185,146,3,2,409.84,283.5,375.56,408.51,23.83,49.22,0.0,delivered,paypal,1525 Oak Ave,,TRK707591
ORD_00080,CUST_0478,18-11-2023,PROD_051,39,2,1,303.06,303.48,254.92,594.53,16.29,24.47,48.47,pending,debit_card,5409 Pine Rd,,
ORD_00081,CUST_0364,31-05-2023,PROD_095,159,10,3,459.97,69.3,364.2,223.68,21.77,14.73,16.35,,paypal,2679 Main St,,
ORD_00082,CUST_0343,23-05-2023,PROD_021,176,9,4,388.47,191.02,297.22,597.93,0.0,32.82,0.0,processing,bank_transfer,5424 Pine Rd,,TRK960228
ORD_00083,CUST_0392,18-08-2023,PROD_092,71,8,4,253.08,293.1,586.98,116.53,19.68,36.75,44.09,delivered,paypal,4914 Oak Ave,Special delivery instructions,TRK576321
ORD_00084,CUST_0204,03-10-2023,PROD_086,5,3,4,236.45,227.76,235.69,183.3,0.0,43.72,0.0,shipped,cash,344 Pine Rd,,TRK337508
ORD_00085,CUST_0335,22-07-2023,PROD_103,88,7,5,19.23,265.67,361.32,604.59,23.39,41.74,0.0,pending,paypal,9094 Pine Rd,,TRK754123
ORD_00086,CUST_0289,22-08-2023,PROD_001,137,9,4,488.59,25.04,920.51,562.04,7.65,42.36,45.79,pending,paypal,193 Pine Rd,,TRK767881
ORD_00087,CUST_0148,10-07-2023,PROD_004,99,7,4,211.38,113.0,1031.81,834.67,24.91,25.99,0.0,processing,bank_transfer,5187 Pine Rd,Special delivery instructions,
ORD_00088,CUST_0326,09-10-2023,PROD_103,41,9,2,333.16,405.9,548.96,302.89,24.72,10.16,0.0,returned,debit_card,4884 Main St,,TRK347480
ORD_00089,CUST_0239,22-01-2023,PROD_079,159,7,1,266.06,123.06,1007.35,316.2,18.89,6.19,0.0,delivered,debit_card,7975 Pine Rd,Special delivery instructions,TRK713660
ORD_00090,CUST_0160,15-07-2023,PROD_157,70,4,1,343.48,210.56,922.46,644.48,0.0,9.21,0.0,processing,credit_card,3334 Oak Ave,,TRK757393
ORD_00091,CUST_0437,03-07-2023,PROD_011,182,6,4,50.65,317.93,689.71,366.99,7.56,43.65,15.44,delivered,credit_card,3110 Pine Rd,Special delivery instructions,TRK779591
ORD_00092,CUST_0082,21-06-2023,PROD_129,12,5,3,116.73,370.24,91.73,654.26,0.0,48.46,0.0,delivered,credit_card,2573 Main St,Special delivery instructions,
ORD_00093,CUST_0250,08-06-2023,PROD_151,116,1,2,299.15,38.33,797.15,833.07,0.0,42.94,40.1,delivered,cash,3021 Oak Ave,,TRK776167
ORD_00094,CUST_0208,17-08-2023,PROD_179,177,10,1,250.99,334.49,186.88,454.57,12.62,39.89,0.0,processing,paypal,7455 Pine Rd,,TRK180948
ORD_00095,CUST_0493,09-02-2023,PROD_079,158,9,1,233.33,104.92,872.82,89.68,13.36,6.85,41.6,returned,paypal,3177 Main St,Special delivery instructions,
ORD_00096,CUST_0168,11-04-2023,PROD_066,1,1,4,325.73,158.15,469.69,101.33,0.0,38.2,0.0,shipped,bank_transfer,3095 Pine Rd,,TRK606813
ORD_00097,CUST_0451,04-06-2023,PROD_147,74,8,4,277.66,323.46,99.4,273.19,11.42,41.43,0.0,processing,paypal,7636 Main St,,TRK309246
ORD_00098,CUST_0286,24-10-2023,PROD_141,80,5,4,472.91,339.63,1037.14,443.07,11.15,17.98,0.0,returned,credit_card,5190 Main St,,
ORD_00099,CUST_0481,11-07-2023,PROD_132,42,1,3,91.21,387.82,599.17,553.71,8.57,15.16,0.0,shipped,cash,5647 Pine Rd,,TRK888589
ORD_00100,CUST_0220,18-08-2023,PROD_013,159,8,3,191.55,319.73,102.04,215.9,23.82,47.22,0.0,delivered,paypal,152 Main St,Special delivery instructions,
ORD_00101,CUST_0208,26-12-2023,PROD_194,141,4,1,447.21,265.28,75.97,362.03,23.69,31.4,7.92,returned,paypal,3350 Pine Rd,,TRK817263
ORD_00102,CUST_0140,15-06-2023,PROD_069,186,2,3,196.94,143.31,894.36,830.92,24.17,30.95,4.26,returned,cash,3145 Pine Rd,,
ORD_00103,CUST_0033,11-05-2023,PROD_133,44,8,5,97.81,342.58,653.95,449.42,17.97,36.52,0.0,shipped,bank_transfer,9376 Pine Rd,Special delivery instructions,
ORD_00104,CUST_0498,09-02-2023,PROD_136,29,4,3,190.57,231.48,377.58,304.07,24.72,6.63,0.0,shipped,paypal,6376 Main St,,
ORD_00105,CUST_0168,17-11-2023,PROD_079,169,7,3,145.8,367.97,635.46,704.08,20.33,43.98,0.0,processing,credit_card,5914 Oak Ave,,TRK343908
ORD_00106,CUST_0356,26-11-2023,PROD_075,181,4,1,42.22,227.18,72.62,261.63,0.0,21.14,49.35,pending,credit_card,3528 Pine Rd,,
ORD_00107,CUST_0449,06-09-2023,PROD_157,146,3,2,196.57,125.83,486.4,169.66,0.0,6.43,0.0,cancelled,debit_card,4995 Oak Ave,,TRK608474
ORD_00108,CUST_0089,17-10-2023,PROD_194,142,8,5,285.75,146.28,992.3,63.13,17.8,7.83,36.81,processing,debit_card,695 Pine Rd,,TRK466399
ORD_00109,CUST_0223,17-11-2023,PROD_184,17,7,2,114.74,298.29,548.47,93.83,22.72,18.38,27.81,returned,paypal,4956 Pine Rd,,TRK866416
ORD_00110,CUST_0368,11-04-2023,PROD_113,64,3,1,425.41,146.15,372.06,669.15,18.02,29.24,0.0,shipped,bank_transfer,9524 Oak Ave,,TRK378324
ORD_00111,CUST_0197,06-08-2023,PROD_072,119,4,4,416.37,63.25,244.96,358.14,13.73,43.16,0.0,pending,cash,1339 Main St,,TRK203286
ORD_00112,CUST_0333,,PROD_051,162,3,2,361.23,200.91,150.41,205.92,0.0,34.41,49.65,shipped,cash,6976 Oak Ave,,TRK481362
ORD_00113,CUST_0164,15-04-2023,PROD_166,85,6,5,147.59,273.68,630.04,85.98,0.0,15.88,9.92,processing,cash,4816 Pine Rd,Special delivery instructions,
ORD_00114,CUST_0462,24-04-2023,PROD_164,105,9,2,55.96,363.98,392.37,61.06,5.82,26.85,0.0,processing,cash,3396 Oak Ave,Special delivery instructions,TRK344445
ORD_00115,CUST_0011,03-07-2023,PROD_019,39,1,5,58.57,24.13,913.9,114.99,0.0,5.67,15.04,processing,credit_card,4993 Pine Rd,,TRK119938
ORD_00116,CUST_0344,17-02-2023,PROD_068,50,7,3,449.24,149.22,468.17,253.95,0.0,39.41,0.0,pending,credit_card,8376 Pine Rd,,
ORD_00117,CUST_0142,03-02-2023,PROD_091,95,8,1,160.57,73.52,128.72,203.28,0.0,37.62,0.0,shipped,credit_card,2906 Pine Rd,,
ORD_00118,CUST_0107,14-02-2023,PROD_156,115,3,2,111.29,116.64,248.67,618.14,0.0,19.86,26.81,returned,credit_card,9180 Main St,,
ORD_00119,CUST_0200,28-11-2023,PROD_029,19,5,3,84.16,129.87,241.98,655.28,0.0,24.4,41.87,returned,bank_transfer,8529 Main St,,TRK988949
ORD_00120,CUST_0459,,PROD_110,6,2,4,86.8,168.15,648.31,110.73,18.99,22.14,11.87,returned,bank_transfer,2168 Oak Ave,,
ORD_00121,CUST_0117,11-09-2023,PROD_050,39,7,1,309.25,97.77,116.38,772.88,24.57,23.09,0.0,returned,debit_card,2499 Pine Rd,,TRK314203
ORD_00122,CUST_0497,06-05-2023,PROD_162,134,2,1,354.41,95.59,538.52,516.44,0.0,6.77,0.0,returned,paypal,9153 Main St,,
ORD_00123,CUST_0437,25-05-2023,PROD_093,48,6,5,480.04,337.12,497.14,440.44,17.52,35.67,22.1,cancelled,cash,2394 Main St,,TRK505202
ORD_00124,CUST_0181,27-11-2023,PROD_113,98,9,2,335.96,314.32,205.34,365.42,12.69,36.98,29.71,delivered,cash,2710 Oak Ave,Special delivery instructions,TRK521144
ORD_00125,CUST_0056,20-10-2023,PROD_135,112,6,3,220.88,46.31,962.5,239.4,0.0,18.72,41.24,cancelled,credit_card,6296 Oak Ave,,
ORD_00126,CUST_0132,07-01-2023,PROD_086,97,5,3,56.29,273.17,87.06,202.11,17.47,42.1,0.0,returned,bank_transfer,9014 Pine Rd,,TRK545828
ORD_00127,CUST_0078,06-04-2023,PROD_088,79,6,4,81.3,204.51,675.63,456.58,0.0,47.49,0.0,shipped,credit_card,3111 Main St,,
ORD_00128,CUST_0008,,PROD_071,139,3,2,27.07,389.84,943.3,689.32,17.73,11.87,45.59,pending,paypal,9760 Main St,Special delivery instructions,TRK114212
ORD_00129,CUST_0108,18-11-2023,PROD_010,176,5,5,238.24,77.79,269.85,782.37,15.67,32.58,0.0,processing,paypal,7676 Oak Ave,,
ORD_00130,CUST_0167,02-01-2023,PROD_155,144,2,4,346.5,188.07,509.54,169.16,23.63,46.41,5.43,shipped,paypal,2543 Oak Ave,Special delivery instructions,TRK189741
ORD_00131,CUST_0385,20-10-2023,PROD_066,115,3,4,15.52,278.32,925.57,452.86,0.0,44.97,5.87,delivered,cash,614 Main St,Special delivery instructions,TRK300965
ORD_00132,CUST_0194,10-09-2023,PROD_121,42,6,5,96.0,72.33,349.91,545.8,0.0,3.8,0.0,delivered,debit_card,3253 Oak Ave,,TRK276938
ORD_00133,CUST_0322,13-06-2023,PROD_161,187,2,5,47.93,164.05,949.71,310.72,9.02,31.24,0.0,cancelled,credit_card,7032 Oak Ave,,TRK759280
ORD_00134,CUST_0074,02-09-2023,PROD_141,176,10,1,13.5,178.06,406.48,171.92,0.0,23.76,26.49,delivered,credit_card,7017 Main St,,TRK850144
ORD_00135,CUST_0498,09-04-2023,PROD_127,16,6,1,17.7,283.21,983.62,712.0,0.0,40.02,0.0,cancelled,debit_card,738 Pine Rd,Special delivery instructions,TRK909516
ORD_00136,CUST_0186,04-06-2023,PROD_053,20,5,3,224.1,217.26,525.93,457.84,12.04,19.64,0.0,returned,bank_transfer,8914 Pine Rd,,TRK861194
ORD_00137,CUST_0116,26-12-2023,PROD_150,99,1,2,368.92,384.9,975.96,786.26,14.76,31.91,27.23,cancelled,debit_card,2938 Pine Rd,,
ORD_00138,CUST_0070,07-04-2023,PROD_038,66,10,2,71.89,73.11,603.15,633.94,14.6,28.12,0.0,shipped,bank_transfer,2345 Main St,,TRK287271
ORD_00139,CUST_0188,15-08-2023,PROD_124,118,3,3,204.43,110.68,644.79,650.61,16.65,8.39,29.85,returned,bank_transfer,9817 Main St,Special delivery instructions,
ORD_00140,CUST_0194,27-12-2023,PROD_077,198,4,3,69.45,91.25,415.74,332.57,16.03,25.65,0.0,,credit_card,9298 Oak Ave,,TRK454616
ORD_00141,CUST_0112,,PROD_044,44,4,3,261.76,101.35,839.79,394.34,13.29,28.75,0.0,,cash,3262 Main St,,
ORD_00142,CUST_0029,12-01-2023,PROD_154,179,2,2,330.09,160.89,644.28,459.13,0.0,4.54,41.87,returned,debit_card,5407 Oak Ave,Special delivery instructions,
ORD_00143,CUST_0451,05-06-2023,PROD_168,171,8,3,336.3,109.5,879.21,463.0,13.47,41.6,0.0,returned,paypal,9489 Oak Ave,,
ORD_00144,CUST_0299,17-08-2023,PROD_188,181,5,3,93.11,168.43,806.25,480.49,15.94,16.16,0.0,shipped,bank_transfer,1639 Oak Ave,,
ORD_00145,CUST_0493,18-04-2023,PROD_169,4,1,1,350.89,207.44,384.32,583.29,0.0,34.64,0.0,cancelled,debit_card,7008 Oak Ave,,
ORD_00146,CUST_0352,28-11-2023,PROD_124,106,10,2,295.73,100.52,741.19,450.69,0.0,3.33,46.58,returned,bank_transfer,3365 Pine Rd,,
ORD_00147,CUST_0090,07-05-2023,PROD_064,126,3,1,225.6,234.76,563.22,505.5,8.48,6.57,0.0,shipped,credit_card,8711 Pine Rd,,TRK591553
ORD_00148,CUST_0380,19-01-2023,PROD_157,129,7,2,97.47,233.59,986.92,709.62,20.35,32.85,0.0,returned,debit_card,8827 Oak Ave,,TRK485031
ORD_00149,CUST_0005,03-03-2023,PROD_100,30,8,3,260.45,367.32,413.38,676.86,0.0,32.23,0.0,returned,cash,62 Pine Rd,Special delivery instructions,TRK766054
ORD_00150,CUST_0098,15-11-2023,PROD_146,77,10,2,407.4,102.3,672.62,288.96,19.36,2.7,41.87,pending,bank_transfer,9979 Oak Ave,,
ORD_00151,CUST_0286,08-04-2023,PROD_103,29,9,5,64.04,157.51,876.66,788.32,0.0,19.0,0.0,delivered,cash,7931 Main St,,
ORD_00152,CUST_0193,25-04-2023,PROD_002,149,1,1,244.12,48.96,576.4,391.19,8.05,2.35,0.0,returned,paypal,4669 Oak Ave,Special delivery instructions,TRK551163
ORD_00153,CUST_0495,13-05-2023,PROD_041,57,8,4,345.97,359.59,991.14,380.25,0.0,5.94,0.0,delivered,credit_card,8161 Main St,Special delivery instructions,TRK720512
ORD_00154,CUST_0071,25-02-2023,PROD_041,109,3,3,433.44,368.75,959.93,284.99,13.68,27.48,0.0,pending,cash,7695 Oak Ave,,
ORD_00155,CUST_0406,14-07-2023,PROD_122,171,9,4,240.04,43.79,515.81,122.45,0.0,10.78,0.0,returned,credit_card,3856 Main St,,
ORD_00156,CUST_0492,25-09-2023,PROD_101,79,6,1,39.0,322.97,690.07,435.85,6.09,12.16,41.99,shipped,credit_card,6852 Oak Ave,,TRK747086
ORD_00157,CUST_0355,05-02-2023,PROD_134,175,9,2,166.07,286.35,328.8,711.83,0.0,32.38,0.0,pending,cash,6354 Main St,Special delivery instructions,TRK239834
ORD_00158,CUST_0241,13-10-2023,PROD_069,78,8,3,44.48,101.09,326.84,220.93,23.93,2.3,15.17,processing,debit_card,2801 Oak Ave,Special delivery instructions,TRK498016
ORD_00159,CUST_0313,08-09-2023,PROD_086,182,10,4,390.79,48.79,56.36,225.36,24.95,6.63,0.0,delivered,credit_card,3098 Oak Ave,,TRK249400
ORD_00160,CUST_0352,20-09-2023,PROD_045,11,2,5,146.05,298.08,308.41,558.73,0.0,42.31,21.27,shipped,debit_card,599 Pine Rd,,TRK563169
ORD_00161,CUST_0016,19-04-2023,PROD_153,75,3,5,434.38,123.74,388.35,838.35,0.0,29.45,0.0,shipped,bank_transfer,5478 Main St,,TRK872224
ORD_00162,CUST_0210,,PROD_143,197,3,1,433.66,184.0,1035.67,386.11,11.53,13.35,0.0,shipped,credit_card,7466 Oak Ave,,TRK505864
ORD_00163,CUST_0278,20-09-2023,PROD_040,179,9,1,23.79,334.24,203.47,629.07,0.0,40.14,0.0,returned,bank_transfer,3098 Pine Rd,,TRK961737
